,stock,W,L,Data_Type,Month_type,Min_vol,Win_Rate,Symbol,Options Vol,Imp Vol,WR_rank,TR_rank,Vol_rank,Total_score,EV
202,CHD,52,8,pos_change,m1,2.0002405936633627,0.8666666666666667,0,0.0,0,0.5754098360655737,0.26557377049180325,0.33934426229508197,2.862295081967213,13.001563858811862
203,LOW,50,10,pos_change,m1,2.4167632790952145,0.8333333333333334,LOW,10571.0,29.62%,0.32295081967213113,0.6032786885245902,0.8688524590163934,3.6475409836065573,12.083816395476076
204,PBCT,54,6,pos_change,m1,1.9454705552398306,0.9,0,0.0,0,0.7934426229508197,0.21311475409836064,0.33934426229508197,3.359016393442623,17.50923499715848
205,OKE,55,5,pos_change,m1,2.213619910492038,0.9166666666666666,0,0.0,0,0.8704918032786885,0.4491803278688525,0.33934426229508197,4.298360655737705,24.349819015412407
206,^IXIC,54,6,pos_change,m1,1.6689919675901947,0.9,0,0.0,0,0.7934426229508197,0.05901639344262295,0.33934426229508197,2.8967213114754102,15.020927708311756
207,NEE,52,5,pos_change,m1,1.8166256044519478,0.9122807017543859,NEE,6243.0,21.65%,0.8278688524590164,0.12786885245901639,0.8163934426229508,3.6836065573770496,18.892906286300246
208,PPG,51,9,pos_change,m1,1.9514152572535166,0.85,0,0.0,0,0.4344262295081967,0.22950819672131148,0.33934426229508197,2.331147540983607,11.05801979110326
209,TFX,54,5,pos_change,m1,2.3093766488509773,0.9152542372881356,0,0.0,0,0.840983606557377,0.5147540983606558,0.33934426229508197,4.406557377049181,24.941267807590556
210,BKR,49,10,pos_change,m1,3.070830370317924,0.8305084745762712,BKR,2957.0,41.13%,0.27704918032786885,0.9245901639344263,0.7278688524590164,4.332786885245902,15.047068814557827
211,JBHT,45,11,pos_change,m1,2.8244870860048685,0.8035714285714286,0,0.0,0,0.16393442622950818,0.839344262295082,0.33934426229508197,3.3491803278688526,11.554719897292648
212,ABMD,46,11,pos_change,m1,4.053884092034725,0.8070175438596491,0,0.0,0,0.16885245901639345,0.9836065573770492,0.33934426229508197,3.7967213114754097,16.952606203054298
213,AJG,54,4,pos_change,m1,1.8864541452560806,0.9310344827586207,0,0.0,0,0.9065573770491804,0.17704918032786884,0.33934426229508197,3.5901639344262293,25.46713096095708
214,EOG,55,5,pos_change,m1,3.156844210280083,0.9166666666666666,0,0.0,0,0.8704918032786885,0.9311475409836065,0.33934426229508197,5.744262295081967,34.72528631308089
215,PKI,46,14,pos_change,m1,2.49670660392846,0.7666666666666667,0,0.0,0,0.06885245901639345,0.6721311475409836,0.33934426229508197,2.5622950819672132,8.203464555764944
216,INTC,47,13,pos_change,m1,2.454123468118108,0.7833333333333333,INTC,51395.0,25.19%,0.11147540983606558,0.6262295081967213,0.9639344262295082,3.177049180327869,8.872600230888544
217,CNP,48,12,pos_change,m1,2.0953546026866525,0.8,0,0.0,0,0.14918032786885246,0.3475409836065574,0.33934426229508197,1.8295081967213114,8.381418410746612
218,ROP,53,5,pos_change,m1,2.0424238275724087,0.9137931034482759,0,0.0,0,0.8344262295081967,0.3081967213114754,0.33934426229508197,3.7672131147540986,21.649692572267544
219,ROL,54,6,pos_change,m1,2.354325623477957,0.9,0,0.0,0,0.7934426229508197,0.5704918032786885,0.33934426229508197,4.431147540983607,21.18893061130162
220,IBM,49,10,pos_change,m1,1.651409808100797,0.8305084745762712,IBM,38068.0,18.52%,0.27704918032786885,0.04262295081967213,0.9540983606557377,1.9131147540983606,8.091908059693907
221,NTRS,53,7,pos_change,m1,2.1622032720670865,0.8833333333333333,0,0.0,0,0.6885245901639344,0.42295081967213116,0.33934426229508197,3.673770491803279,16.37096763136508
222,MGM,50,8,pos_change,m1,2.8383743895303417,0.8620689655172413,MGM,8606.0,41.10%,0.4934426229508197,0.8459016393442623,0.8459016393442623,4.863934426229508,17.73983993456463
223,COG,51,9,pos_change,m1,3.065023828499436,0.85,0,0.0,0,0.4344262295081967,0.921311475409836,0.33934426229508197,4.406557377049181,17.368468361496802
224,CDNS,45,15,pos_change,m1,2.877545743812846,0.75,0,0.0,0,0.029508196721311476,0.8721311475409836,0.33934426229508197,3.0442622950819676,8.632637231438538
225,DXC,51,9,pos_change,m1,2.4168130675935147,0.85,0,0.0,0,0.4344262295081967,0.6065573770491803,0.33934426229508197,3.4622950819672136,13.695274049696582
226,CTAS,45,12,pos_change,m1,2.268240534599201,0.7894736842105263,0,0.0,0,0.12950819672131147,0.4918032786885246,0.33934426229508197,2.2032786885245903,8.505902004747004
227,DVN,56,3,pos_change,m1,2.3127506186194706,0.9491525423728814,DVN,8198.0,47.83%,0.9508196721311475,0.521311475409836,0.8360655737704918,5.252459016393443,43.17134488089681
228,MHK,48,12,pos_change,m1,2.340295215497324,0.8,0,0.0,0,0.14918032786885246,0.5475409836065573,0.33934426229508197,2.4295081967213115,9.3611808619893
229,CI,51,9,pos_change,m1,2.9958913081550134,0.85,0,0.0,0,0.4344262295081967,0.898360655737705,0.33934426229508197,4.337704918032787,16.976717412878408
230,C,50,9,pos_change,m1,2.3389690962768115,0.847457627118644,C,40067.0,26.82%,0.38688524590163936,0.5409836065573771,0.9606557377049181,3.7442622950819673,12.994272757093393
231,PGR,49,9,pos_change,m1,1.9097848739851497,0.8448275862068966,0,0.0,0,0.3704918032786885,0.19344262295081968,0.33934426229508197,2.031147540983606,10.397717647252485
232,LNT,51,9,pos_change,m1,1.9371947517248131,0.85,0,0.0,0,0.4344262295081967,0.20327868852459016,0.33934426229508197,2.2524590163934426,10.977436926440605
233,RHI,47,11,pos_change,m1,2.68289498027049,0.8103448275862069,0,0.0,0,0.17868852459016393,0.760655737704918,0.33934426229508197,3.1573770491803277,11.463278552064818
234,DOV,52,8,pos_change,m1,2.154450050310084,0.8666666666666667,0,0.0,0,0.5754098360655737,0.4163934426229508,0.33934426229508197,3.3147540983606554,14.00392532701555
235,ADSK,48,11,pos_change,m1,3.3045385485231424,0.8135593220338984,ADSK,3005.0,38.59%,0.1918032786885246,0.9508196721311475,0.7311475409836066,4.159016393442623,14.419804575373718
236,GILD,44,16,pos_change,m1,2.854185899622939,0.7333333333333333,GILD,3645.0,26.08%,0.009836065573770493,0.8622950819672132,0.760655737704918,3.377049180327869,7.849011223963081
237,HAS,52,8,pos_change,m1,2.3561937372634643,0.8666666666666667,0,0.0,0,0.5754098360655737,0.5737704918032787,0.33934426229508197,3.7868852459016393,15.315259292212524
238,HRL,49,11,pos_change,m1,2.1082022063657857,0.8166666666666667,0,0.0,0,0.22459016393442624,0.3540983606557377,0.33934426229508197,2.0754098360655737,9.391082555629408
239,AES,50,9,pos_change,m1,2.6545090286316286,0.847457627118644,0,0.0,0,0.38688524590163936,0.7540983606557377,0.33934426229508197,3.7622950819672134,14.74727238128682
240,AVB,52,7,pos_change,m1,1.6555346048259425,0.8813559322033898,0,0.0,0,0.6557377049180327,0.04590163934426229,0.33934426229508197,2.444262295081967,12.298257064421286
241,DD,51,9,pos_change,m1,2.284104394504481,0.85,DD,2311.0,23.53%,0.4344262295081967,0.49836065573770494,0.7147540983606557,3.5131147540983605,12.943258235525391
242,COO,49,11,pos_change,m1,2.547705644373173,0.8166666666666667,0,0.0,0,0.22459016393442624,0.6950819672131148,0.33934426229508197,3.0983606557377046,11.348870597662314
243,RTX,49,11,pos_change,m1,1.9302626556944298,0.8166666666666667,RTX,4289.0,21.52%,0.22459016393442624,0.2,0.780327868852459,2.054098360655738,8.59844273900246
244,FISV,47,13,pos_change,m1,2.0192253481141265,0.7833333333333333,FISV,3719.0,21.62%,0.11147540983606558,0.28524590163934427,0.7639344262295082,1.9540983606557378,7.300276258566457
245,ES,51,7,pos_change,m1,1.8981585845236368,0.8793103448275862,0,0.0,0,0.639344262295082,0.18032786885245902,0.33934426229508197,2.7983606557377048,13.829441115815067
246,KMB,51,9,pos_change,m1,1.6710675025149409,0.85,KMB,2271.0,18.29%,0.4344262295081967,0.06557377049180328,0.7114754098360656,2.2114754098360656,9.46938251425133
247,WMB,51,8,pos_change,m1,2.624076344764893,0.864406779661017,0,0.0,0,0.519672131147541,0.7344262295081967,0.33934426229508197,4.101639344262296,16.7284866978762
248,IDXX,50,6,pos_change,m1,2.3194083631816467,0.8928571428571429,0,0.0,0,0.7229508196721312,0.5311475409836065,0.33934426229508197,4.101639344262295,19.32840302651373
249,VTRS,53,2,pos_change,m1,2.5727619980002285,0.9636363636363636,VTRS,5111.0,48.61%,0.9754098360655737,0.7049180327868853,0.8,5.840983606557377,68.17819294700604
250,EA,44,11,pos_change,m1,3.6222515416277066,0.8,EA,4261.0,30.41%,0.14918032786885246,0.9770491803278688,0.7770491803278688,4.155737704918033,14.48900616651083
251,APD,50,8,pos_change,m1,2.102431404197605,0.8620689655172413,0,0.0,0,0.4934426229508197,0.35081967213114756,0.33934426229508197,2.8721311475409834,13.140196276235026
252,TT,50,10,pos_change,m1,2.6076887877762727,0.8333333333333334,0,0.0,0,0.32295081967213113,0.7213114754098361,0.33934426229508197,3.472131147540984,13.038443938881366
253,GE,53,6,pos_change,m1,1.7923445791532842,0.8983050847457628,GE,28252.0,31.27%,0.7557377049180328,0.11475409836065574,0.9442622950819672,3.555737704918033,15.832377115854017
254,DHI,50,10,pos_change,m1,3.472193779907491,0.8333333333333334,0,0.0,0,0.32295081967213113,0.9672131147540983,0.33934426229508197,4.2098360655737705,17.36096889953746
255,SYK,56,4,pos_change,m1,2.1336624399478903,0.9333333333333333,0,0.0,0,0.9278688524590164,0.38688524590163936,0.33934426229508197,4.283606557377049,29.87127415927047
256,SYY,52,8,pos_change,m1,1.7231911661334158,0.8666666666666667,0,0.0,0,0.5754098360655737,0.08524590163934426,0.33934426229508197,2.3213114754098356,11.200742579867207
257,LRCX,48,12,pos_change,m1,3.7337318992687223,0.8,0,0.0,0,0.14918032786885246,0.980327868852459,0.33934426229508197,3.7278688524590162,14.934927597074893
258,USB,53,6,pos_change,m1,2.0861654129936777,0.8983050847457628,USB,2169.0,23.78%,0.7557377049180328,0.34098360655737703,0.6950819672131148,3.9852459016393444,18.427794481444163
259,NEM,52,6,pos_change,m1,2.7882436645760333,0.896551724137931,NEM,20728.0,29.58%,0.740983606557377,0.8163934426229508,0.9114754098360656,5.583606557377049,24.164778426325626
260,NVR,54,6,pos_change,m1,2.537706571581452,0.9,0,0.0,0,0.7934426229508197,0.6918032786885245,0.33934426229508197,4.795081967213115,22.839359144233075
261,KLAC,49,11,pos_change,m1,3.043035291772183,0.8166666666666667,0,0.0,0,0.22459016393442624,0.9180327868852459,0.33934426229508197,3.7672131147540986,13.555339026985177
262,TER,49,10,pos_change,m1,3.302878292517901,0.8305084745762712,0,0.0,0,0.27704918032786885,0.9475409836065574,0.33934426229508197,4.0131147540983605,16.184103633337717
263,ZION,57,2,pos_change,m1,2.1527876874120486,0.9661016949152542,0,0.0,0,0.9852459016393442,0.4131147540983607,0.33934426229508197,4.534426229508197,61.35444909124335
264,MCHP,51,7,pos_change,m1,2.9181096553970396,0.8793103448275862,0,0.0,0,0.639344262295082,0.8819672131147541,0.33934426229508197,4.9032786885245905,21.260513203606997
265,REGN,47,13,pos_change,m1,4.05671582757602,0.7833333333333333,REGN,2168.0,31.28%,0.11147540983606558,0.9901639344262295,0.6918032786885245,3.9967213114754094,14.666587992005608
266,BIO,58,2,pos_change,m1,2.1494011447389854,0.9666666666666667,0,0.0,0,0.9918032786885246,0.4098360655737705,0.33934426229508197,4.5442622950819676,62.33263319743059
267,BSX,52,8,pos_change,m1,2.788122196471993,0.8666666666666667,BSX,3471.0,23.92%,0.5754098360655737,0.8131147540983606,0.7508196721311475,4.916393442622951,18.122794277067957
268,MS,47,11,pos_change,m1,3.0171054229152263,0.8103448275862069,MS,26956.0,25.13%,0.17868852459016393,0.9081967213114754,0.940983606557377,4.201639344262295,12.891268625183235
269,COP,59,1,pos_change,m1,2.1991666834224355,0.9833333333333333,COP,8735.0,36.67%,1.0,0.43934426229508194,0.8524590163934426,5.170491803278688,129.7508343219233
270,PRGO,52,7,pos_change,m1,2.8468481138897093,0.8813559322033898,0,0.0,0,0.6557377049180327,0.8524590163934426,0.33934426229508197,4.863934426229508,21.148014560323553
271,MO,53,7,pos_change,m1,1.9735853916043018,0.8833333333333333,MO,9010.0,20.94%,0.6885245901639344,0.24262295081967214,0.8590163934426229,3.6524590163934425,14.942860822146853
272,PPL,52,8,pos_change,m1,1.7220073157504885,0.8666666666666667,0,0.0,0,0.5754098360655737,0.08196721311475409,0.33934426229508197,2.3114754098360653,11.193047552378177
273,DIS,48,12,pos_change,m1,2.017302754556704,0.8,DIS,56608.0,29.70%,0.14918032786885246,0.2819672131147541,0.9704918032786886,2.263934426229508,8.069211018226818
274,UHS,51,8,pos_change,m1,2.5795215180275344,0.864406779661017,0,0.0,0,0.519672131147541,0.7114754098360656,0.33934426229508197,4.032786885245902,16.444449677425535
275,WFC,51,7,pos_change,m1,2.032702869006068,0.8793103448275862,WFC,83079.0,29.13%,0.639344262295082,0.2983606557377049,0.9868852459016394,3.8000000000000003,14.809692331329922
276,EFX,49,11,pos_change,m1,2.112062326460564,0.8166666666666667,0,0.0,0,0.22459016393442624,0.36065573770491804,0.33934426229508197,2.095081967213115,9.408277636051602
277,NLOK,51,8,pos_change,m1,2.9398842658696935,0.864406779661017,0,0.0,0,0.519672131147541,0.8918032786885246,0.33934426229508197,4.573770491803279,18.7417621949193
278,PAYX,47,10,pos_change,m1,2.147285072534815,0.8245614035087719,0,0.0,0,0.2573770491803279,0.4065573770491803,0.33934426229508197,2.331147540983607,10.092239840913631
279,TXT,46,14,pos_change,m1,2.706503522690218,0.7666666666666667,0,0.0,0,0.06885245901639345,0.7672131147540984,0.33934426229508197,2.8475409836065575,8.89279728883929
280,PNW,49,11,pos_change,m1,1.6870295719190866,0.8166666666666667,0,0.0,0,0.22459016393442624,0.07213114754098361,0.33934426229508197,1.2295081967213115,7.514949911275931
281,BA,54,6,pos_change,m1,2.3121413239558133,0.9,BA,87344.0,32.59%,0.7934426229508197,0.5180327868852459,0.9901639344262295,4.924590163934426,20.809271915602327
282,CAG,54,6,pos_change,m1,1.8051256768812667,0.9,0,0.0,0,0.7934426229508197,0.12131147540983607,0.33934426229508197,3.083606557377049,16.246131091931403
283,EXC,51,9,pos_change,m1,1.9167895377801003,0.85,0,0.0,0,0.4344262295081967,0.19672131147540983,0.33934426229508197,2.2327868852459014,10.8618073807539
284,VLO,52,8,pos_change,m1,3.435866777679423,0.8666666666666667,VLO,4945.0,36.28%,0.5754098360655737,0.9606557377049181,0.7934426229508197,5.401639344262295,22.333134054916254
285,PG,53,7,pos_change,m1,1.461828675435695,0.8833333333333333,PG,3792.0,15.38%,0.6885245901639344,0.006557377049180328,0.7672131147540984,2.8524590163934427,11.068131399727402
286,WBA,47,13,pos_change,m1,2.2884135339301066,0.7833333333333333,WBA,8655.0,25.77%,0.11147540983606558,0.5016393442622951,0.8491803278688524,2.6885245901639343,8.273495084208847
287,UDR,51,6,pos_change,m1,2.081017531735038,0.8947368421052632,0,0.0,0,0.7311475409836066,0.3377049180327869,0.33934426229508197,3.5459016393442626,17.68864901974782
288,SEE,50,10,pos_change,m1,2.3156833341293175,0.8333333333333334,0,0.0,0,0.32295081967213113,0.5278688524590164,0.33934426229508197,2.891803278688524,11.578416670646591
289,FRT,51,9,pos_change,m1,2.115143357347544,0.85,0,0.0,0,0.4344262295081967,0.36721311475409835,0.33934426229508197,2.7442622950819677,11.985812358302748
290,WST,54,6,pos_change,m1,2.0434134198622846,0.9,0,0.0,0,0.7934426229508197,0.3114754098360656,0.33934426229508197,3.6540983606557376,18.390720778760567
291,HAL,52,8,pos_change,m1,3.2318917923594173,0.8666666666666667,HAL,29573.0,45.63%,0.5754098360655737,0.9377049180327869,0.9475409836065574,5.486885245901639,21.00729665033622
292,KIM,56,3,pos_change,m1,1.819758714761941,0.9491525423728814,0,0.0,0,0.9508196721311475,0.13114754098360656,0.33934426229508197,3.585245901639344,33.96882934222292
293,ESS,53,7,pos_change,m1,1.9717378777538357,0.8833333333333333,0,0.0,0,0.6885245901639344,0.23278688524590163,0.33934426229508197,3.1032786885245907,14.928872502993324
294,WELL,56,4,pos_change,m1,1.7821881100560522,0.9333333333333333,0,0.0,0,0.9278688524590164,0.11147540983606558,0.33934426229508197,3.4573770491803275,24.950633540784736
295,MCD,56,4,pos_change,m1,1.775764243906514,0.9333333333333333,MCD,2210.0,16.77%,0.9278688524590164,0.10819672131147541,0.6983606557377049,3.80655737704918,24.8606994146912
296,NKE,55,5,pos_change,m1,2.273597459181691,0.9166666666666666,NKE,9032.0,23.80%,0.8704918032786885,0.49508196721311476,0.8622950819672132,4.959016393442623,25.00957205099859
297,AEP,52,8,pos_change,m1,1.6065809405988232,0.8666666666666667,0,0.0,0,0.5754098360655737,0.036065573770491806,0.33934426229508197,2.1737704918032783,10.442776113892354
298,TAP,51,9,pos_change,m1,1.9064915370269342,0.85,TAP,5013.0,27.92%,0.4344262295081967,0.18688524590163935,0.7967213114754098,2.660655737704918,10.803452043152625
299,EIX,50,10,pos_change,m1,2.0382097378212336,0.8333333333333334,0,0.0,0,0.32295081967213113,0.30491803278688523,0.33934426229508197,2.222950819672131,10.191048689106172
300,PEG,55,5,pos_change,m1,1.6828959104716215,0.9166666666666666,0,0.0,0,0.8704918032786885,0.06885245901639345,0.33934426229508197,3.1573770491803277,18.511855015187827
301,BEN,51,9,pos_change,m1,2.4125269755161303,0.85,0,0.0,0,0.4344262295081967,0.6,0.33934426229508197,3.442622950819672,13.670986194591402
302,VRTX,48,12,pos_change,m1,3.541803814342494,0.8,0,0.0,0,0.14918032786885246,0.9704918032786886,0.33934426229508197,3.698360655737705,14.167215257369982
303,ADI,45,15,pos_change,m1,2.689048709725858,0.75,0,0.0,0,0.029508196721311476,0.7639344262295082,0.33934426229508197,2.719672131147541,8.067146129177575
304,LEG,49,10,pos_change,m1,2.004399583887964,0.8305084745762712,0,0.0,0,0.27704918032786885,0.26885245901639343,0.33934426229508197,1.977049180327869,9.821557961051024
